x,y
0.08700000000000001,-0.9958706167417875
0.088,-0.884257086443097
0.089,-0.7689883488409737
0.09,-0.6505757718217875
0.091,-0.5295436510134388
0.092,-0.40642686857378396
0.093,-0.281768509012822
0.094,-0.1561174427626243
0.095,-0.030025888335719342
0.096,0.09595303600966179
0.097,0.22126776015062374
0.098,0.3453706986010274
0.099,0.46772066477742047
0.1,0.5877852522924727
0.101,0.705043172705898
0.10200000000000001,0.8189865393771084
0.10300000000000001,0.9291230873244638
0.10400000000000001,1.0349783193014734
0.105,1.1360975686495083
0.106,1.2320479698775122
0.107,1.322420328350308
0.108,1.4068308809361727
0.109,1.484922939969291
0.11,1.556368413421104
0.111,1.6208691947440195
0.112,1.678158416448697
0.113,1.728001562099536
0.114,1.7701974320590894
0.115,1.8045789589780274
0.116,1.8310138697098837
0.117,1.8494051910259903
0.11800000000000001,1.859691597212663
0.11900000000000001,1.8618475983464626
0.12,1.8558835687611737
0.121,1.841845615938552
0.122,1.8198152907708307
0.123,1.7899091408530496
0.124,1.7522781091643758
0.125,1.7071067811865483
0.126,1.6546124841812295
0.127,1.5950442430035032
0.128,1.528681597462959
0.129,1.4558332868539638
0.13,1.3768358078602276
0.131,1.2920518525927978
0.132,1.201868634043055
0.133,1.1066961067204542
0.134,1.0069650906968994
0.135,0.9031253076934617
0.136,0.7956433382191267
0.137,0.6850005091035474
0.138,0.571690721055207
0.139,0.4562182261215534
0.14,0.3390953651276186
0.14100000000000001,0.2208402753236916
0.14200000000000002,0.10197457857991332
0.14300000000000002,-0.01697893947382878
0.14400000000000002,-0.13549864895108327
0.145,-0.25306638347718113
0.146,-0.3691697259254767
0.147,-0.4833042619509931
0.148,-0.5949757913235995
0.149,-0.7037024872800356
0.15,-0.8090169943749458
0.151,-0.9104684556143953
0.152,-1.0076244599992557
0.153,-1.1000729019892257
0.154,-1.1874237448187284
0.155,-1.2693106800518894
0.156,-1.3453926762528705
0.157,-1.4153554101677224
0.158,-1.4789125743623295
0.159,-1.5358070558351335
0.16,-1.5858119807207443
0.161,-1.6287316208181961
0.162,-1.664402158312936
0.163,-1.6926923057114218
0.164,-1.7135037786686542
0.165,-1.7267716200589287
0.166,-1.732464374315561
0.167,-1.7305841117431595
0.168,-1.7211663031832045
0.169,-1.7042795460869855
0.17,-1.6800251437165659
0.171,-1.6485365398510508
0.17200000000000001,-1.60997861201939
0.17300000000000001,-1.5645468269090688
0.17400000000000002,-1.5124662622097786
0.17500000000000002,-1.453990499739548
0.176,-1.3894003952654759
0.177,-1.3190027309694232
0.178,-1.2431287570185876
0.179,-1.162132629179494
0.18,-1.0763897498594595
0.181,-0.9862950203702785
0.182,-0.8922610125826687
0.183,-0.7947160684757089
0.184,-0.6941023363812608
0.185,-0.5908737529784068
0.186,-0.4854939803058161
0.187,-0.3784343072301547
0.188,-0.27017152493540636
0.189,-0.16118578608075168
0.19,-0.05195845731347848
0.191,0.05703002518206124
0.192,0.16530228746772835
0.193,0.2723861274283985
0.194,0.37781659273950313
0.195,0.4811380180007412
0.196,0.5819060120309564
0.197,0.6796893865787651
0.198,0.7740720180020666
0.199,0.8646546338053472
0.2,0.951056516295153
0.201,1.03291711601942
0.202,1.1098975680935101
0.203,1.1816821049827237
0.20400000000000001,1.2479793598054438
0.20500000000000002,1.3085235547406802
0.20600000000000002,1.363075569665979
0.20700000000000002,1.4114238867140714
0.20800000000000002,1.4533854070163896
0.209,1.4888061364962144
0.21,1.5175617381807252
0.211,1.5395579491168925
0.212,1.5547308605982146
0.213,1.5630470610345832
0.214,1.5645036414236257
0.215,1.5591280640054086
0.216,1.546977895300865
0.217,1.5281404053447438
0.218,1.5027320355235396
0.219,1.4708977380151291
0.22,1.4328101903968697
0.221,1.388668889540439
0.222,1.3386991294419421
0.223,1.2831508681427515
0.224,1.2222974893776553
0.225,1.1564344650402323
0.226,1.0858779249790171
0.227,1.0109631410298872
0.228,0.932042932548921
0.229,0.8494860010337624
0.23,0.7636752017094308
0.231,0.6750057602048696
0.232,0.5838834426588129
0.233,0.49072268776646727
0.234,0.39594470941198395
0.23500000000000001,0.299975578624577
0.23600000000000002,0.2032442936490344
0.23700000000000002,0.10618084693329843
0.23800000000000002,0.009214297807664584
0.23900000000000002,-0.08722914043835583
0.24,-0.18272799048331434
0.241,-0.27686736945409485
0.242,-0.3692408076929735
0.243,-0.4594520197673791
0.244,-0.5471166199362387
0.245,-0.6318637745792767
0.246,-0.7133377844212293
0.247,-0.7911995897397454
0.248,-0.8651281921323469
0.249,-0.9348219868319115
0.25,-0.9999999999999993
0.251,-1.060403025890538
0.252,-1.1157946592609547
0.253,-1.1659622189111971
0.254,-1.210717558750941
0.255,-1.2498977633291748
0.256,-1.2833657253055977
0.257,-1.3110106028975286
0.258,-1.3327481558964078
0.259,-1.3485209594120915
0.26,-1.3582984950682637
0.261,-1.362077119935738
0.262,-1.3598799140497126
0.263,-1.3517564079095266
0.264,-1.3377821919025485
0.265,-1.3180584101253219
0.266,-1.292711141592048
0.267,-1.2618906723212613
0.268,-1.2257706622732307
0.269,-1.184547211571636
0.27,-1.1384378308808778
0.271,-1.087680321223501
0.272,-1.0325315689084598
0.273,-0.9732662615990718
0.274,-0.9101755318775311
0.275,-0.843565534959769
0.276,-0.773755967478891
0.277,-0.7010785344862072
0.278,-0.62587537201544
0.279,-0.5484974327168243
0.28,-0.46930284219343854
0.281,-0.38865523376137534
0.28200000000000003,-0.306922069408501
0.28300000000000003,-0.22447295474298568
0.28400000000000003,-0.14167795570316477
0.28500000000000003,-0.058905924744487415
0.28600000000000003,0.023477155872045907
0.28700000000000003,0.10510980619175891
0.28800000000000003,0.18563664874083763
0.289,0.26470996961951143
0.29,0.3419912335957762
0.291,0.41715254653821987
0.292,0.4898780588129561
0.293,0.5598653035839234
0.294,0.6268264642966199
0.295,0.6904895659907816
0.296,0.7505995854757319
0.297,0.8069194758112713
0.298,0.8592311009649016
0.299,0.907336076960793
0.3,0.9510565162951542
0.301,0.9902356728639755
0.302,1.024738485130675
0.303,1.0544520157502144
0.304,1.0792857863606675
0.305,1.099172006750638
0.306,1.1140656981088586
0.307,1.1239447105585474
0.308,1.1288096356711619
0.309,1.1286836151400588
0.31,1.123612047271473
0.311,1.1136621934166298
0.312,1.0989226869219741
0.313,1.0795029476126725
0.314,1.055532505245768
0.315,1.027160235771492
0.316,0.9945535146227746
0.317,0.9578972916120241
0.318,0.9173930923493757
0.319,0.8732579514062311
0.32,0.8257232827308506
0.321,0.7750336930777728
0.322,0.7214457444387945
0.323,0.6652266716595387
0.324,0.6066530615910701
0.325,0.5460095002604548
0.326,0.48358719464676725
0.327,0.41968257571988954
0.328,0.35459588943799136
0.329,0.28862978240621284
0.33,0.22208788887374364
0.331,0.15527342568951963
0.332,0.08848780174883675
0.333,0.022029248344567987
0.334,-0.04380852331152951
0.335,-0.10873763130903336
0.336,-0.17247729311707471
0.337,-0.23475505086859838
0.338,-0.295307946455558
0.339,-0.3538836413208163
0.34,-0.41024147613579764
0.341,-0.46415346587714246
0.342,-0.5154052261589004
0.343,-0.5637968270375799
0.34400000000000003,-0.6091435708835171
0.34500000000000003,-0.6512766913019972
0.34600000000000003,-0.6900439704890198
0.34700000000000003,-0.7253102728177786
0.34800000000000003,-0.7569579928706495
0.34900000000000003,-0.7848874165557703
0.35000000000000003,-0.8090169943749517
0.35100000000000003,-0.8292835263386655
0.352,-0.8456422584522125
0.353,-0.8580668911224464
0.354,-0.8665495002551915
0.355,-0.8711003722270808
0.356,-0.8717477543204392
0.357,-0.8685375226039751
0.358,-0.861532769623521
0.359,-0.8508133146343066
0.36,-0.8364751394573302
0.361,-0.8186297533758299
0.362,-0.7974034908021738
0.363,-0.7729367457392805
0.364,-0.7453831473324528
0.365,-0.7149086810564349
0.366,-0.6816907603071338
0.367,-0.6459172533672778
0.368,-0.6077854708889898
0.369,-0.567501119183708
0.37,-0.5252772247300839
0.371,-0.48133303540330225
0.372,-0.4358929039944235
0.373,-0.3891851596254545
0.374,-0.34144097267531726
0.375,-0.2928932188134551
0.376,-0.24377534769217069
0.377,-0.19432026177590989
0.378,-0.1447592106865483
0.379,-0.0953207063187127
0.38,-0.04622946382913595
0.381,0.002294626569957381
0.382,0.05003749228062215
0.383,0.09679183093826138
0.384,0.14235801870585307
0.385,0.18654497022813277
0.386,0.2291709465075109
0.387,0.2700643072567134
0.388,0.3090642045913199
0.389,0.3460212152466401
0.39,0.38079790883615827
0.391,0.4132693500112973
0.392,0.4433235327327422
0.393,0.47086174522016594
0.394,0.4957988645081603
0.395,0.5180635798996156
0.396,0.5375985449717655
0.397,0.5543604581530162
0.398,0.5683200722485027
0.399,0.5794621336472733
0.4,0.587785252292473
0.401,0.5933017038360512
0.402,0.5960371657296409
0.403,0.5960303893220782
0.404,0.5933328103393735
0.405,0.5880081004141786
0.406,0.580131662606735
0.40700000000000003,0.5697900741173276
0.40800000000000003,0.5570804796296512
0.40900000000000003,0.5421099389445557
0.41000000000000003,0.5249947327631632
0.41100000000000003,0.5058596306564112
0.41200000000000003,0.4848371254142858
0.41300000000000003,0.46206663810103715
0.41400000000000003,0.43769369825280413
0.41500000000000004,0.4118691037401688
0.41600000000000004,0.3847480648805296
0.417,0.35648933742315814
0.418,0.3272543490437535
0.419,0.29720632397513025
0.42,0.2665094103664686
0.421,0.2353278149060749
0.422,0.20382494916166705
0.423,0.1721625919890275
0.424,0.1405000722346217
0.425,0.10899347581163465
0.426,0.07779488106240395
0.427,0.047051626134674174
0.428,0.01690561189541595
0.429,-0.01250735631470179
0.43,-0.041058185019323234
0.431,-0.06862506422072301
0.432,-0.09509399173779587
0.433,-0.12035924799016562
0.434,-0.14432381923589843
0.435,-0.16689976756379954
0.436,-0.1880085462415878
0.437,-0.20758125932678217
0.438,-0.2255588647563087
0.439,-0.24189232044186848
0.44,-0.2565426732095425
0.441,-0.269481090732126
0.442,-0.28068883690973373
0.443,-0.29015719145675994
0.444,-0.2978873147495788
0.445,-0.3038900592780319
0.446,-0.3081857293233365
0.447,-0.3108037907537699
0.448,-0.31178253308663284
0.449,-0.31116868620848837
0.45,-0.30901699437494917
0.451,-0.30538975032472293
0.452,-0.30035629253958296
0.453,-0.2939924688609911
0.454,-0.28638006983479275
0.455,-0.27760623529682293
0.456,-0.26776283783346727
0.457,-0.25694584685234334
0.458,-0.24525467707799206
0.459,-0.2327915253462245
0.46,-0.21966069960779744
0.461,-0.20596794406773328
0.462,-0.19181976438039955
0.463,-0.17732275679298692
0.464,-0.16258294508118942
0.465,-0.14770512905129596
0.466,-0.1327922482927304
0.467,-0.1179447647551427
0.468,-0.10326006759514417
0.46900000000000003,-0.08883190359008364
0.47000000000000003,-0.0747498362512925
0.47100000000000003,-0.06109873658751663
0.47200000000000003,-0.04795830827207892
0.47300000000000003,-0.03540264975564922
0.47400000000000003,-0.023499855641694434
0.47500000000000003,-0.01231165940486234
0.47600000000000003,-0.0018931192850991652
0.47700000000000004,0.007707651066331089
0.47800000000000004,0.016449705877328857
0.47900000000000004,0.02429944344118362
0.48,0.031230734433535523
0.481,0.037225001874184316
0.482,0.04227125252872577
0.483,0.04636605982625264
0.484,0.049513498649250476
0.485,0.051725032628998524
0.486,0.053019354852640976
0.487,0.05342218315517555
0.488,0.05296601142948698
0.489,0.051689818638660734
0.49,0.04963873745621905
0.491,0.04686368468958246
0.492,0.04342095585958389
0.493,0.03937178651238965
0.494,0.0347818830289891
0.495,0.029720925870348858
0.496,0.02426204835247245
0.497,0.01848129418415914
0.498,0.012457057120336679
0.499,0.006269506185095697
0.5,3.675178358715236e-15
0.501,-0.006269506185088369
0.502,-0.012457057120329407
0.503,-0.018481294184151953
0.504,-0.0242620483524654
0.505,-0.029720925870341974
0.506,-0.03478188302898244
0.507,-0.039371786512383156
0.508,-0.04342095585957767
0.509,-0.04686368468957647
0.51,-0.04963873745621061
0.511,-0.051689818638655516
0.512,-0.05296601142947943
0.513,-0.05342218315517344
0.514,-0.05301935485263698
0.515,-0.05172503262899697
0.516,-0.04951349864924737
0.517,-0.04636605982625175
0.518,-0.04227125252872366
0.519,-0.03722500187418143
0.52,-0.031230734433534413
0.521,-0.02429944344118129
0.522,-0.016449705877328857
0.523,-0.007707651066331089
0.524,0.001893119285098721
0.525,0.012311659404861897
0.526,0.023499855641693546
0.527,0.03540264975564633
0.528,0.04795830827207448
0.529,0.06109873658751219
0.53,0.0747498362512864
0.531,0.0888319035900792
0.532,0.10326006759514206
0.533,0.11794476475514204
0.534,0.13279224829272795
0.535,0.14770512905129107
0.536,0.16258294508118099
0.537,0.1773227567929755
0.538,0.19181976438039322
0.539,0.20596794406772362
0.54,0.21966069960779694
0.541,0.23279152534622094
0.542,0.24525467707799156
0.543,0.2569458468523362
0.544,0.2677628378334567
0.545,0.27760623529681566
0.546,0.286380069834782
0.547,0.2939924688609803
0.548,0.3003562925395722
0.549,0.3053897503247228
0.55,0.3090169943749455
0.551,0.3111686862084883
0.552,0.31178253308662607
0.553,0.31080379075375986
0.554,0.3081857293233302
0.555,0.3038900592780225
0.556,0.2978873147495704
0.557,0.29015719145675206
0.558,0.28068883690973406
0.559,0.26948109073212356
0.56,0.25654267320954305
0.561,0.24189232044186482
0.562,0.2255588647563027
0.5630000000000001,0.20758125932677918
0.5640000000000001,0.18800854624158314
0.5650000000000001,0.16689976756379887
0.5660000000000001,0.14432381923589632
0.5670000000000001,0.1203592479901665
0.5680000000000001,0.09509399173779531
0.5690000000000001,0.06862506422072401
0.5700000000000001,0.04105818501932368
0.5710000000000001,0.0125073563147019
0.5720000000000001,-0.016905611895414507
0.5730000000000001,-0.04705162613467273
0.5740000000000001,-0.07779488106239985
0.5750000000000001,-0.10899347581163021
0.5760000000000001,-0.14050007223462035
0.577,-0.17216259198902273
0.578,-0.20382494916166138
0.579,-0.23532781490606736
0.58,-0.2665094103664595
0.581,-0.29720632397512214
0.582,-0.3272543490437452
0.583,-0.35648933742314826
0.584,-0.38474806488051905
0.585,-0.4118691037401601
0.586,-0.4376936982527998
0.587,-0.4620666381010303
0.588,-0.48483712541427815
0.589,-0.5058596306564005
0.59,-0.5249947327631554
0.591,-0.542109938944548
0.592,-0.5570804796296431
0.593,-0.5697900741173166
0.594,-0.5801316626067344
0.595,-0.588008100414175
0.596,-0.5933328103393665
0.597,-0.5960303893220716
0.598,-0.5960371657296312
0.599,-0.5933017038360453
0.6,-0.5877852522924675
0.601,-0.5794621336472691
0.602,-0.5683200722484956
0.603,-0.554360458153018
0.604,-0.5375985449717641
0.605,-0.5180635798996112
0.606,-0.4957988645081577
0.607,-0.4708617452201605
0.608,-0.44332353273274366
0.609,-0.4132693500112963
0.61,-0.3807979088361598
0.611,-0.34602121524663965
0.612,-0.30906420459132355
0.613,-0.2700643072567148
0.614,-0.22917094650751058
0.615,-0.1865449702281351
0.616,-0.14235801870585407
0.617,-0.09679183093826649
0.618,-0.05003749228062604
0.619,-0.0022946265699644863
0.62,0.04622946382912951
0.621,0.09532070631870981
0.622,0.1447592106865444
0.623,0.19432026177590422
0.624,0.24377534769216402
0.625,0.2928932188134482
0.626,0.34144097267531015
0.627,0.3891851596254471
0.628,0.4358929039944134
0.629,0.48133303540329114
0.63,0.5252772247300779
0.631,0.5675011191837032
0.632,0.60778547088898
0.633,0.6459172533672694
0.634,0.6816907603071255
0.635,0.7149086810564286
0.636,0.7453831473324446
0.637,0.7729367457392713
0.638,0.7974034908021623
0.639,0.8186297533758229
0.64,0.8364751394573261
0.641,0.8508133146342963
0.642,0.861532769623514
0.643,0.8685375226039684
0.644,0.8717477543204364
0.645,0.8711003722270722
0.646,0.8665495002551867
0.647,0.858066891122439
0.648,0.8456422584522071
0.649,0.8292835263386626
0.65,0.8090169943749433
0.651,0.7848874165557695
0.652,0.7569579928706455
0.653,0.7253102728177784
0.654,0.6900439704890166
0.655,0.6512766913019968
0.656,0.6091435708835139
0.657,0.5637968270375753
0.658,0.5154052261588993
0.659,0.46415346587713857
0.66,0.4102414761358
0.661,0.3538836413208162
0.662,0.295307946455561
0.663,0.23475505086859927
0.664,0.17247729311707494
0.665,0.10873763130903391
0.666,0.04380852331152829
0.667,-0.0220292483445671
0.668,-0.08848780174883508
0.669,-0.15527342568951485
0.67,-0.22208788887373976
0.671,-0.28862978240620774
0.672,-0.3545958894379839
0.673,-0.4196825757198822
0.674,-0.4835871946467649
0.675,-0.5460095002604524
0.676,-0.6066530615910676
0.677,-0.6652266716595326
0.678,-0.7214457444387888
0.679,-0.7750336930777664
0.68,-0.8257232827308452
0.681,-0.8732579514062209
0.682,-0.917393092349364
0.683,-0.957897291612021
0.684,-0.9945535146227695
0.685,-1.0271602357714886
0.686,-1.0555325052457614
0.687,-1.0795029476126683
0.6880000000000001,-1.0989226869219677
0.6890000000000001,-1.113662193416626
0.6900000000000001,-1.123612047271464
0.6910000000000001,-1.128683615140047
0.6920000000000001,-1.128809635671159
0.6930000000000001,-1.1239447105585412
0.6940000000000001,-1.1140656981088592
0.6950000000000001,-1.0991720067506332
0.6960000000000001,-1.0792857863606664
0.6970000000000001,-1.0544520157502102
0.6980000000000001,-1.0247384851306744
0.6990000000000001,-0.9902356728639707
0.7000000000000001,-0.9510565162951464
0.7010000000000001,-0.9073360769607912
0.7020000000000001,-0.8592311009648965
0.7030000000000001,-0.8069194758112734
0.704,-0.7505995854757372
0.705,-0.690489565990791
0.706,-0.6268264642966268
0.707,-0.5598653035839278
0.708,-0.48987805881296537
0.709,-0.4171525465382271
0.71,-0.3419912335957873
0.711,-0.26470996961951754
0.712,-0.18563664874084496
0.713,-0.10510980619176613
0.714,-0.023477155872055788
0.715,0.05890592474447942
0.716,0.14167795570315833
0.717,0.22447295474297446
0.718,0.30692206940849076
0.719,0.3886552337613691
0.72,0.46930284219343227
0.721,0.5484974327168172
0.722,0.6258753720154302
0.723,0.7010785344861971
0.724,0.7737559674788812
0.725,0.8435655349597593
0.726,0.910175531877518
0.727,0.9732662615990583
0.728,1.032531568908454
0.729,1.0876803212234956
0.73,1.1384378308808734
0.731,1.1845472115716273
0.732,1.225770662273224
0.733,1.2618906723212533
0.734,1.2927111415920385
0.735,1.318058410125312
0.736,1.3377821919025368
0.737,1.3517564079095232
0.738,1.3598799140497098
0.739,1.3620771199357358
0.74,1.3582984950682593
0.741,1.3485209594120908
0.742,1.332748155896405
0.743,1.311010602897523
0.744,1.2833657253055946
0.745,1.2498977633291692
0.746,1.2107175587509433
0.747,1.1659622189111964
0.748,1.1157946592609593
0.749,1.0604030258905397
0.75,1.0000000000000053
0.751,0.9348219868319146
0.752,0.8651281921323472
0.753,0.7911995897397524
0.754,0.7133377844212336
0.755,0.6318637745792828
0.756,0.5471166199362418
0.757,0.4594520197673891
0.758,0.3692408076929809
0.759,0.27686736945409973
0.76,0.18272799048332256
0.761,0.08722914043836172
0.762,-0.00921429780765548
0.763,-0.10618084693329166
0.764,-0.20324429364902763
0.765,-0.29997557862457225
0.766,-0.3959447094119761
0.767,-0.4907226877664613
0.768,-0.5838834426588049
0.769,-0.6750057602048615
0.77,-0.7636752017094215
0.771,-0.8494860010337519
0.772,-0.9320429325489097
0.773,-1.0109631410298823
0.774,-1.0858779249790107
0.775,-1.1564344650402263
0.776,-1.2222974893776475
0.777,-1.2831508681427435
0.778,-1.338699129441933
0.779,-1.3886688895404298
0.78,-1.432810190396862
0.781,-1.470897738015119
0.782,-1.5027320355235374
0.783,-1.5281404053447394
0.784,-1.5469778953008628
0.785,-1.5591280640054035
0.786,-1.5645036414236189
0.787,-1.5630470610345797
0.788,-1.5547308605982089
0.789,-1.5395579491168903
0.79,-1.5175617381807225
0.791,-1.4888061364962166
0.792,-1.4533854070163876
0.793,-1.4114238867140727
0.794,-1.3630755696659775
0.795,-1.3085235547406757
0.796,-1.247979359805445
0.797,-1.1816821049827215
0.798,-1.1098975680935124
0.799,-1.0329171160194175
0.8,-0.9510565162951562
0.801,-0.8646546338053478
0.802,-0.7740720180020639
0.803,-0.6796893865787671
0.804,-0.5819060120309572
0.805,-0.48113801800074674
0.806,-0.3778165927395058
0.807,-0.2723861274284061
0.808,-0.16530228746772785
0.809,-0.05703002518206546
0.81,0.05195845731347559
0.811,0.1611857860807514
0.812,0.2701715249354015
0.8130000000000001,0.3784343072301508
0.8140000000000001,0.4854939803058079
0.8150000000000001,0.5908737529784007
0.8160000000000001,0.6941023363812507
0.8170000000000001,0.7947160684757066
0.8180000000000001,0.892261012582665
0.8190000000000001,0.9862950203702745
0.8200000000000001,1.0763897498594566
0.8210000000000001,1.162132629179488
0.8220000000000001,1.243128757018582
0.8230000000000001,1.3190027309694154
0.8240000000000001,1.3894003952654688
0.8250000000000001,1.453990499739541
0.8260000000000001,1.5124662622097775
0.8270000000000001,1.5645468269090679
0.8280000000000001,1.6099786120193873
0.8290000000000001,1.648536539851047
0.8300000000000001,1.6800251437165623
0.8310000000000001,1.704279546086981
0.8320000000000001,1.7211663031832005
0.833,1.7305841117431537
0.834,1.7324643743155572
0.835,1.7267716200589251
0.836,1.713503778668656
0.837,1.692692305711422
0.838,1.6644021583129347
0.839,1.628731620818199
0.84,1.5858119807207456
0.841,1.5358070558351389
0.842,1.4789125743623326
0.843,1.4153554101677315
0.844,1.345392676252876
0.845,1.269310680051893
0.846,1.1874237448187357
0.847,1.1000729019892321
0.848,1.007624459999267
0.849,0.9104684556144039
0.85,0.8090169943749597
0.851,0.7037024872800466
0.852,0.5949757913236178
0.853,0.4833042619510032
0.854,0.369169725925485
0.855,0.2530663834771933
0.856,0.13549864895109093
0.857,0.01697893947384138
0.858,-0.10197457857990366
0.859,-0.22084027532367706
0.86,-0.3390953651276054
0.861,-0.4562182261215356
0.862,-0.571690721055199
0.863,-0.6850005091035402
0.864,-0.795643338219117
0.865,-0.9031253076934533
0.866,-1.0069650906968877
0.867,-1.1066961067204444
0.868,-1.2018686340430424
0.869,-1.292051852592786
0.87,-1.3768358078602136
0.871,-1.455833286853958
0.872,-1.5286815974629526
0.873,-1.5950442430034966
0.874,-1.654612484181222
0.875,-1.7071067811865415
0.876,-1.752278109164369
0.877,-1.7899091408530432
0.878,-1.8198152907708247
0.879,-1.841845615938547
0.88,-1.8558835687611714
0.881,-1.86184759834646
0.882,-1.8596915972126618
0.883,-1.8494051910259883
0.884,-1.8310138697098837
0.885,-1.804578958978027
0.886,-1.7701974320590916
0.887,-1.7280015620995375
0.888,-1.678158416448697
0.889,-1.6208691947440217
0.89,-1.5563684134211044
0.891,-1.4849229399692954
0.892,-1.4068308809361754
0.893,-1.3224203283503149
0.894,-1.2320479698775175
0.895,-1.1360975686495183
0.896,-1.0349783193014808
0.897,-0.9291230873244687
0.898,-0.8189865393771139
0.899,-0.7050431727059001
0.9,-0.5877852522924802
0.901,-0.46772066477742535
0.902,-0.34537069860103786
0.903,-0.22126776015063163
0.904,-0.09595303600967423
0.905,0.030025888335708406
0.906,0.15611744276261566
0.907,0.28176850901281536
0.908,0.40642686857377947
0.909,0.5295436510134305
0.91,0.6505757718217813
0.911,0.7689883488409632
0.912,0.8842570864430883
0.913,0.9958706167417766
0.914,1.103332787298767
0.915,1.206164885009727
0.916,1.3039077861234991
0.917,1.3961240226645704
0.918,1.4823997558882822
0.919,1.562346647801372
0.92,1.6356036222238366
0.921,1.7018385073511864
0.922,1.7607495522957064
0.923,1.8120668106399251
0.924,1.8555533846219228
0.925,1.8910065241883665
0.926,1.9182585757941373
0.927,1.9371777764942812
0.928,1.947668889561959
0.929,1.9496736785719646
0.93,1.9431712176096312
0.931,1.928178035997227
0.932,1.9047480966698354
0.933,1.8729726080778923
0.934,1.8329796702399297
0.935,1.7849337563136953
0.936,1.7290350317931669
0.937,1.6655185141696067
0.9380000000000001,1.594653076613688
0.9390000000000001,1.5167402999392445
0.9400000000000001,1.4321131777944882
0.9410000000000001,1.3411346806901185
0.9420000000000001,1.2441961851131653
0.9430000000000001,1.1417157745869055
0.9440000000000001,1.0341364201189343
0.9450000000000001,0.9219240480279278
0.9460000000000001,0.8055655036530501
0.9470000000000001,0.6855664199252216
0.9480000000000001,0.5624490002152346
0.9490000000000001,0.4367497252671153
0.9500000000000001,0.30901699437494695
0.9510000000000001,0.17980871126609804
0.9520000000000001,0.049689825410973526
0.9530000000000001,-0.08077016031045828
0.9540000000000001,-0.21099970449491628
0.9550000000000001,-0.3404277534530812
0.9560000000000001,-0.46848626753588674
0.9570000000000001,-0.5946127362778096
0.9580000000000001,-0.7182526711254381
0.9590000000000001,-0.8388620646117715
0.96,-0.9559098049771415
0.961,-1.0688800354296293
0.962,-1.1772744474769694
0.963,-1.2806144980498222
0.964,-1.3784435404703834
0.965,-1.470328859698591
0.966,-1.5558636027112889
0.967,-1.6346685953325806
0.968,-1.7063940373368855
0.969,-1.7707210681864156
0.97,-1.8273631963390078
0.971,-1.8760675856697433
0.972,-1.9166161931852934
0.973,-1.9488267528733048
0.974,-1.9725536012148472
0.975,-1.9876883405951358
0.976,-1.9941603375714436
0.977,-1.9919370536952872
0.978,-1.9810242073347069
0.979,-1.961465765698448
0.98,-1.9333437670238447
0.981,-1.8967779736506931
0.982,-1.8519253574607686
0.983,-1.7989794199139801
0.984,-1.7381693496532864
0.985,-1.6697590213788942
0.986,-1.5940458404042273
0.987,-1.511359437998005
0.988,-1.4220602232868766
0.989,-1.326537798136046
0.99,-1.2252092420411804
0.991,-1.1185172746475833
